File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Genome annotation	Platform	Controlled by	File Status	Restricted	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF968UXW	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF798GNI	98510006	ENCODE Processing Pipeline	e7ac7593c2d6513ca9ebb40a54e8fc83		https://www.encodeproject.org/files/ENCFF968UXW/@@download/ENCFF968UXW.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF558TGQ	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF952DDN	97027248	ENCODE Processing Pipeline	f1f38b7741ed64e7b5f8f6da02a20990		https://www.encodeproject.org/files/ENCFF558TGQ/@@download/ENCFF558TGQ.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF211JWX	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF798GNI	97429612	ENCODE Processing Pipeline	14e2e9c29dbfe64598ebb6b8dfa5359e		https://www.encodeproject.org/files/ENCFF211JWX/@@download/ENCFF211JWX.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF459VKO	bigWig	plus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF952DDN	91468819	ENCODE Processing Pipeline	7b696c59258f4df12a64d57bc606677e		https://www.encodeproject.org/files/ENCFF459VKO/@@download/ENCFF459VKO.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF282UUG	bigWig	minus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF952DDN	89726771	ENCODE Processing Pipeline	1691ee4e8be5c2bb57f222d53d06efd6		https://www.encodeproject.org/files/ENCFF282UUG/@@download/ENCFF282UUG.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF595XNJ	bam	alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF269ORG, ENCFF616TPY, ENCFF742NER	4799774443	ENCODE Processing Pipeline	710208b8382f05fb8e0cfdf88775dd42		https://www.encodeproject.org/files/ENCFF595XNJ/@@download/ENCFF595XNJ.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF400IAQ	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF952DDN	96048469	ENCODE Processing Pipeline	f1528392c19d110b166b08d91ed126cf		https://www.encodeproject.org/files/ENCFF400IAQ/@@download/ENCFF400IAQ.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF938IMK	bam	transcriptome alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF269ORG, ENCFF616TPY, ENCFF742NER	5798448814	ENCODE Processing Pipeline	c30e7c240464e5442815b3438b98c3da		https://www.encodeproject.org/files/ENCFF938IMK/@@download/ENCFF938IMK.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF601WMA	bam	alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF296KOG, ENCFF405BUU, ENCFF742NER	4923754765	ENCODE Processing Pipeline	687d7e4ced65fa5fb7d17f18208a238e		https://www.encodeproject.org/files/ENCFF601WMA/@@download/ENCFF601WMA.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF978EEP	bam	transcriptome alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF296KOG, ENCFF405BUU, ENCFF742NER	6033097171	ENCODE Processing Pipeline	88efcd187a5952186804b1aed7c86d0a		https://www.encodeproject.org/files/ENCFF978EEP/@@download/ENCFF978EEP.bam	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF337QES	bigWig	minus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF595XNJ	95509946	ENCODE Processing Pipeline	ede30e8ef18352543c06674cdaabee15		https://www.encodeproject.org/files/ENCFF337QES/@@download/ENCFF337QES.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF398XNU	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF595XNJ	110375605	ENCODE Processing Pipeline	9541ede5781f5f12ab8082c3192e0c65		https://www.encodeproject.org/files/ENCFF398XNU/@@download/ENCFF398XNU.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF494IAU	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF595XNJ	109116243	ENCODE Processing Pipeline	3b482d5c05a216d1452007e7277ecff5		https://www.encodeproject.org/files/ENCFF494IAU/@@download/ENCFF494IAU.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF772AQD	bigWig	plus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF595XNJ	97578137	ENCODE Processing Pipeline	265346ff3f0299140b11f986591ea07f		https://www.encodeproject.org/files/ENCFF772AQD/@@download/ENCFF772AQD.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF337UYS	bigWig	minus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF601WMA	95139268	ENCODE Processing Pipeline	c5d1d4846f25edcb720938546dcb7494		https://www.encodeproject.org/files/ENCFF337UYS/@@download/ENCFF337UYS.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF705TUJ	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF601WMA	107467376	ENCODE Processing Pipeline	22af1719fd9d64f648db766ac80c0a39		https://www.encodeproject.org/files/ENCFF705TUJ/@@download/ENCFF705TUJ.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF386SXI	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF601WMA	108587880	ENCODE Processing Pipeline	6626a2e917e57e994c15e8a0653471ab		https://www.encodeproject.org/files/ENCFF386SXI/@@download/ENCFF386SXI.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF478YCG	tsv	gene quantifications	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF940AZB, ENCFF978EEP	9918035	ENCODE Processing Pipeline	23623e849af15117458384c846ad4356		https://www.encodeproject.org/files/ENCFF478YCG/@@download/ENCFF478YCG.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF007LYW	bigWig	plus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF601WMA	97114259	ENCODE Processing Pipeline	00aad50e2dc0f256c91469ba025b4954		https://www.encodeproject.org/files/ENCFF007LYW/@@download/ENCFF007LYW.bigWig	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF833OZV	tsv	gene quantifications	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF938IMK, ENCFF940AZB	9915369	ENCODE Processing Pipeline	53dd04b7a068f938de948af4c8100701		https://www.encodeproject.org/files/ENCFF833OZV/@@download/ENCFF833OZV.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF374MRH	tsv	transcript quantifications	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF940AZB, ENCFF978EEP	26548901	ENCODE Processing Pipeline	e33b79eee0baa05ea9a4737e1ff160b6		https://www.encodeproject.org/files/ENCFF374MRH/@@download/ENCFF374MRH.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF740JFV	tsv	transcript quantifications	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF938IMK, ENCFF940AZB	26544023	ENCODE Processing Pipeline	b78ba20a39d9b6585e2cdeaf96782858		https://www.encodeproject.org/files/ENCFF740JFV/@@download/ENCFF740JFV.tsv	GRCh38	V24			released			experiment not submitted to GEO		
ENCFF068SRV	bam	alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF269ORG, ENCFF616TPY, ENCFF700TXC	3758309909	ENCODE Processing Pipeline	36c89f40132e5bff73854d786ea19b87		https://www.encodeproject.org/files/ENCFF068SRV/@@download/ENCFF068SRV.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF525PXB	bam	alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF296KOG, ENCFF405BUU, ENCFF700TXC	3852507125	ENCODE Processing Pipeline	6168ce5d1d84668b2a5c792689453650		https://www.encodeproject.org/files/ENCFF525PXB/@@download/ENCFF525PXB.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF647QFM	bigWig	minus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF068SRV	90611250	ENCODE Processing Pipeline	9b8ce4c684941071340002562c0a342e		https://www.encodeproject.org/files/ENCFF647QFM/@@download/ENCFF647QFM.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF002PJV	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF068SRV	100303742	ENCODE Processing Pipeline	bfc9603165bd6d9194b5bdac1221fe16		https://www.encodeproject.org/files/ENCFF002PJV/@@download/ENCFF002PJV.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF493GXY	bigWig	plus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF068SRV	92822051	ENCODE Processing Pipeline	caa2cc862d96ee2ae23d6230d2d02edf		https://www.encodeproject.org/files/ENCFF493GXY/@@download/ENCFF493GXY.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF622VJD	bigWig	plus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF525PXB	91627072	ENCODE Processing Pipeline	50f5a3383853241a66357bb02efb3b8b		https://www.encodeproject.org/files/ENCFF622VJD/@@download/ENCFF622VJD.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF723BFE	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF068SRV	98675808	ENCODE Processing Pipeline	9953066903a41bdce2d5a6a25ddf6214		https://www.encodeproject.org/files/ENCFF723BFE/@@download/ENCFF723BFE.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF547EDL	bigWig	minus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF525PXB	89515367	ENCODE Processing Pipeline	05e1f494c813623bd3428c800567ab0f		https://www.encodeproject.org/files/ENCFF547EDL/@@download/ENCFF547EDL.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF714GSW	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF525PXB	97641107	ENCODE Processing Pipeline	a22b69c273cfd0f5792ef6df1b8ec539		https://www.encodeproject.org/files/ENCFF714GSW/@@download/ENCFF714GSW.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF476UDO	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF525PXB	99148923	ENCODE Processing Pipeline	88f7786efec1f314876df0a0494d10dc		https://www.encodeproject.org/files/ENCFF476UDO/@@download/ENCFF476UDO.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF334ANA	bam	alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF269ORG, ENCFF616TPY, ENCFF839KAI	4606214202	ENCODE Processing Pipeline	6814b1d4d80f7af5fe1e667b726bcf99		https://www.encodeproject.org/files/ENCFF334ANA/@@download/ENCFF334ANA.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF076NVM	bam	transcriptome alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF269ORG, ENCFF616TPY, ENCFF839KAI	5754853686	ENCODE Processing Pipeline	130ad5b13eeab79c8ca34341502e1afb		https://www.encodeproject.org/files/ENCFF076NVM/@@download/ENCFF076NVM.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF951TSN	bam	alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF296KOG, ENCFF405BUU, ENCFF839KAI	4728564834	ENCODE Processing Pipeline	893b43fd984a138b028b48b11f0f9755		https://www.encodeproject.org/files/ENCFF951TSN/@@download/ENCFF951TSN.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF881XID	bam	transcriptome alignments	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				2							ENCFF296KOG, ENCFF405BUU, ENCFF839KAI	5987066765	ENCODE Processing Pipeline	7f5499fb342c89d1a52b1221969de881		https://www.encodeproject.org/files/ENCFF881XID/@@download/ENCFF881XID.bam	hg19	V19			released			experiment not submitted to GEO		
ENCFF033GLP	bigWig	minus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF334ANA	94692846	ENCODE Processing Pipeline	ef089ec54261c00afa56860068204f53		https://www.encodeproject.org/files/ENCFF033GLP/@@download/ENCFF033GLP.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF030OUD	bigWig	plus strand signal of unique reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF334ANA	96959530	ENCODE Processing Pipeline	3d1cb4864fb67e82aa96ef52d5a3bd68		https://www.encodeproject.org/files/ENCFF030OUD/@@download/ENCFF030OUD.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF036UCI	bigWig	plus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF334ANA	107856908	ENCODE Processing Pipeline	9db81d6bc1e01d1f7d4b8ed0ea434a1e		https://www.encodeproject.org/files/ENCFF036UCI/@@download/ENCFF036UCI.bigWig	hg19	V19			released			experiment not submitted to GEO		
ENCFF260JRU	bigWig	minus strand signal of all reads	ENCSR380RRP	CRISPR genome editing followed by RNA-seq	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	/targets/HNRNPF-human/				HNRNPF-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)	Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)		True	2016-03-17	ENCODE				1							ENCFF334ANA	106597741	ENCODE Processing Pipeline	eb2f130331d74922c3247360c06bfc9a		https://www.encodeproject.org/files/ENCFF260JRU/@@download/ENCFF260JRU.bigWig	hg19	V19			released			experiment not submitted to GEO		
